barrio,precio,hab,baño,aseo,superficie,fecha_constr,planta,lavadero,trastero,terraza,calefaccion,parking,acc,ascensor,lat,lon,url,text
Dreta de l´Eixample,1.605 €,3 habitaciones,2 Baños,,Superficie 140 m,Año construcción 1900,Planta número 4,,,,,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3918053","VGPSLon\"":2.1622367",https://www.habitaclia.com/alquiler-piso-dreta_de_l_eixample-barcelona-i12577004010066.htm?pag=29&f=&from=list&lo=55," Este piso modernista de 140 m2 se encuentra situado en el barrio del Eixample. El piso dispone de 4 habitaciones, salón, balcones, dos baños y una cocina amplia. Otras de las ventajas de este piso es su fantástica ubicación, se encuentra en el centro de Barcelona rodeada de comercios, colegios, restaurante, parkings.. . Un lujo de barrio, de finca y de piso."
Dreta de l´Eixample,995 €,,1 Baño,,Superficie 55 m,,Planta número 1,,,,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.4141165","VGPSLon\"":2.1800564",https://www.habitaclia.com/alquiler-piso-moderno_de_temporada_de_1_a_11_meses_en_dreta_de_leixample_dreta_de_l_eixample-barcelona-i13074000015697.htm?pag=29&f=&from=list&lo=55," Referencia: I8906-5 ALQUILER DE TEMPORADA ENTRE 32 DÍAS Y 11 MESES. DISPONIBLE A PARTIR DEL 3 de Junio de 2021. Acogedor y amplio apartamento en alquiler por temporadas en el barrio de Sant Marti, en Barcelona. El piso está completamente amueblado y equipado y cuenta con una habitación doble, un cuarto de baño que dispone de una comoda bañera, una habitación destinada a oficina o estudio, una cocina independiente totalmente equipada y un comodo salón comedor con salida a una coqueta terraza perfecta para disfrutar del maravilloso clima de la ciudad.  El inmueble se encuentra situado en una de las zonas financieras de la ciudad, llena de modernidad este barrio está en constante crecimiento, lleno de vida y emprendedores, muy cerca de la Torre Agbar y con multitud de actividades por descubrir. Una de las actividades mas interesantes puede ser visitar Els Encants, uno de los mercadillos mas animados de Barcelona, y por supuesto hacer alguna parada para desgustar la gastronomía catalana. Tambien hay tiempo y actividades para los amantes del deporte.  Para explorar el resto de la ciudad las paradas de metro más cercanas son Camp de L'Arpa L5, línea azul, y Navas L1, línea roja."
Dreta de l´Eixample,1.320 €,4 habitaciones,1 Baño,1 Aseo,Superficie 110 m,,Planta número 3,,,,Sin calefacción,Sin plaza parking,Sin aire acondicionado,Sin ascensor,"VGPSLat\"":41.3923800","VGPSLon\"":2.1587500",https://www.habitaclia.com/alquiler-piso-eixample_1320_euros_dreta_de_l_eixample-barcelona-i10718003863798.htm?pag=29&f=&from=list&lo=55," Luminoso apartamento en el centro de Barcelona Ubicado en la calle Balmes, muy próximo a la parada de Ferrocarriles del a Generalitat de Provença y de la parada de Metro de Diagonal, con números autobuses que conducen directos a Plaza Cataluña. Y, a una calle de Rambla de Cataluña y dos calles de Passeig de Gracia. Un lugar ideal para quien busca vivir en pleno centro, en un piso muy alto que luz durante todo el día y vista amplias, al encontrarse en una esquina de manzana.  La finca donde se encuentra ha sido completamente rehabilitada hace dos años por lo que tanto su exterior como su interior lucen mejor que nueva, ya que ahora dispone de además de un ascensor, pequeño pero ideal para ahorrarse las escaleras y ayudar en la mudanza. El piso dispone de cuatro estancias utilizadas como dormitorios, tres de las cuales tienen ventana a calle y otra dispone de ventana al patio de luces del edificio. En cualquier caso, todas ellas son exteriores, igual que el baño y la cocina.  Se encuentra totalmente amueblado y con electrodomésticos en la cocina, pensado para que sólo deba traer la maleta. Dispone de dos camas dobles de matrimonio y dos camas individuales, además de un sofá cama en el salón. Por lo que, en un momento dado, podrían dormir hasta 8 personas cómodamente.  Al entrar nos encontramos con un amplio recibidor, con espacio para un mueble que hace de zapatero y un pasillo que nos distribuye algunas habitaciones. A la derecha tenemos el primer dormitorio exterior a calle, con una gran cama grande y salida a un balcón. A la izquierda encontramos el dormitorio interior con cama individual. Seguido, encontramos la cocina a la izquierda y el salón comedor a la derecha. Pese a tener una estética algo antigua, la cocina está en excelentes condiciones, bien cuidada y con electrodomésticos y fogones recientes. A continuación de la cocina se encuentra un aseo, solo con lavamanos y váter. Y al final del pasillo encontramos el baño completo con bañera y ventana al patio de luces. Gracias a ser un piso alto, disfruta de luz en todas las habitaciones, incluidos los espacios interiores.  Desde el salón accedemos a los otros dos dormitorios. Pasando primero al primer dormitorio y a continuación al siguiente. Pudiendo utilizarse ambos como dormitorios, o como despacho y dormitorio.  Está disponible desde este momento para un alquiler de vivienda habitual con las condiciones que establece la ley de arrendamientos. Seis primeros meses de alquiler obligatorio y máximo 5 años de contrato."
Dreta de l´Eixample,2.750 €,3 habitaciones,2 Baños,,Superficie 221 m,Año construcción 1930,Planta número 3,Lavadero ,,,Calefacción ,Sin plaza parking,Aire acondicionado ,Sin ascensor,"VGPSLat\"":41.3954100","VGPSLon\"":2.1644900",https://www.habitaclia.com/alquiler-piso-eixample_eixample_derecha_2750_euros_dreta_de_l_eixample-barcelona-i2222004119302.htm?pag=29&f=&from=list&lo=55," PRECIOSO PISO CON AMPLITUD Precioso piso con 203 m2 de vivienda útil todo en una planta, reformado y equipado en el Eixample Dret en la calle Mallorca. El piso se encuentra en un edificio histórico rehabilitado con ascensor y servicio de portería. Se distribuye en la generosa entrada con armarios empotrados, a la derecha se encuentra la zona living con un espacioso estudio abierto con mesa y estanterias de madera abierto con la zona de la mesa para comer y el fabuloso salón-comedor en 2 piezas con chimenea y muebles empotrados así como 2 sofás y la mesa a medida. Al lado hay una alegre galería con grandes ventanales con vistas a un gran patio de interiores y que permiten la entrada de mucha luz.  Cerca del salón se encuentra la cocina office con todos los electrodomésticos (nevera, horno, lavavajillas, vitrocerámica con campana y micro-ondas). La cocina tiene una conexión directa con el lavadero donde se encuentra la lavadora. En la parte de noche nos encontramos con una gran suite con armarios de madera así un baño con bañera.  Adicionalmente hay una habitación individual con armarios así como una habitación doble compartiendo un baño con bañera. El piso reviste suelo parquet natural, calefacción con gas. carpintería nueva de aluminio con doble acristalamiento, así como la iluminación. Se alquila semi-amueblado (muebles empotrados). Ofrece tranquilada absoluta en una zona privilegiada cerca de Paseo de Gracia. El piso está listo para entrar a vivir!"
Dreta de l´Eixample,1.400 €,,1 Baño,,Superficie 65 m,,Planta número 5,,,,Calefacción ,Plaza parking ,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3946029","VGPSLon\"":2.1582627",https://www.habitaclia.com/alquiler-piso-maravilloso_de_temporada_de_1_a_11_meses_en_dreta_de_l_eixample-barcelona-i13074000016113.htm?pag=29&f=&from=list&lo=55," Referencia: I11481-1 ALQUILER DE TEMPORADA ENTRE 32 DÍAS Y 11 MESES. DISPONIBLE A PARTIR DEL 23 de Junio de 2021. Si buscas pasar una temporada máxima de doce meses en Barcelona, este moderno apartamento en el elegante distrito del Eixample es tu vivienda ideal. El piso está ubicado en la Rambla de Catalunya, este bulevar está paralelo a Passeig de Gràcia, una zona exuberante entre el mar y las montañas, rodeado de edificios de estilo modernista. Al vivir aquí tendrás a mano una amplia selección de restaurantes, bares de tapas y terrazas, galerías de arte, museos, cines, tiendas de moda local e internacional que son el sueño de los compradores. El Palau Robert está a dos cuadras del edificio, desde esta localización llegaras andando a Plaza Catalunya, además de visitar la Casa Milá y la Pedrera. El apartamento cuenta con 65m2, los cuales está divididos en un amplio dormitorio doble con balcón, un baño moderno con ducha, cocina americana completamente equipada, un agradable comedor y salón con salida a uno de los dos balcones que componen este inmueble. Dotado de aire acondicionado reversible, lavavajillas, lavadora, etc. Los servicios de internet y TV están incluidos en el precio de alquiler. El edificio dispone de interfono, portero, etc. Podrás llegar a andado a distintos puntos de interés, pero si los deseas también puedes movilizarte por la ciudad utilizando transporte público, tanto por metro como por autobús, la parada de metro a próximidad es Diagonal L3 - L5."
Dreta de l´Eixample,1.150 €,3 habitaciones,2 Baños,,Superficie 68 m,,,,,,Sin calefacción,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.4082200","VGPSLon\"":2.1746144",https://www.habitaclia.com/alquiler-piso-maravilloso_de_temporada_de_1_a_11_meses_en_dreta_de_leixample_dreta_de_l_eixample-barcelona-i13074000015234.htm?pag=29&f=&from=list&lo=55," Referencia: T3385-1 ALQUILER DE TEMPORADA ENTRE 32 DÍAS Y 11 MESES. Magnífico apartamento de alquiler situado en l'Eixample Derecho de Barcelona. Este apartamento tiene mucho encanto y ha sido recientemente renovado, sus espacios interiores han sido bien distribuidos y equipados. Con 3 dormitorios dobles con camas dobles, 2 baños, cocina independiente equipada con lavavajillas, horno, microondas y demás utensilios y electrodomésticos necesarios. El salón-comedor es espacioso y confortable, dispone de aire acondicionado. Internet y TV incluidos en el precio. Ideal para una gran familia o para compartir. Barcelona es conocida como la ciudad de Europa con mayor presencia del modernismo arquitectónico. Desde la ubicación del edificio en la Avenida Gaudí del Eixample podrá realizar una de las rutas modernistas por excelencia. Esta agradable calle semipeatonal enlaza las obras de Gaudí y demás arquitectos catalanes de renombre. Entre los monumentos a visitar se encuentra el majestuoso templo de la Sagrada Familia y cerca de esta descubrirá el recinto modernista de Sant Pau, declarado Patrimonio Mundial por su singular belleza. En los alrededores encontrará todos los servicios necesarios y una diversidad de museos, cerca de supermercados, tiendas, cines, terrazas, restaurantes, bares de moda, gimnasios, centros de yoga y Pilates, guarderías, colegios, etc. Inmejorable comunicación con el resto de la ciudad vía transporte público, a 10 minutos en metro de la playa, de la Villa Olímpica y del centro de la ciudad, del barrio del Born, el barrio Gótico y la Barceloneta."
Dreta de l´Eixample,8.500 €,3 habitaciones,3 Baños,,Superficie 220 m,Año construcción 1900,,Lavadero ,,,Calefacción ,Plaza parking ,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3914000","VGPSLon\"":2.1760700",https://www.habitaclia.com/alquiler-piso-amueblado_de_temporal_en_casa_bures_en_el_eixample_dreta_de_l_eixample-barcelona-i4737003789554.htm?pag=29&f=&from=list&lo=55," ALQUILER TEMPORAL Ubicado en el Eixample Derecho, rodeado de comercios, restaurantes y museos, muy cerca de Passeig de Gràcia y Plaça Catalunya, en un punto estratégico. Encontramos una finca modernista catalogada de principios de siglo, Casa Burés, este exclusivo y luminoso piso de diseño de 220 m² totalmente amueblado. La zona de día consta de un luminoso y amplio salón-comedor con salida a balcon, cocina abierta al salón totalmente equipada con electrodomésticos de alta gama y menaje, además de un aseo de cortesía. La zona de noche consta de tres habitaciones dobles con armarios empotrados, de las tres habitaciones, dos de ellas tienen baño privado con ducha y la habitación principal con ducha. La finca cuenta con dos zonas comunitarias, una en la planta baja inferior y otra en la terraza del edificio. En la planta baja inferior encontramos una piscina cubierta, gimnasio, home cinema, zona de trabajo, bodega, cocina profesional con comedor totalmente equipada, ideal para celebraciones familiares o con amigos, además de zona de lavandería y trastero. En la terraza superior encontramos una piscina al aire libre con tumbonas. Casa Burés, construida entre 1900 y 1905, ofrece la posibilidad de vivir en uno de los edificios modernistas más impresionantes.La decoración interior reúne elementos de extraordinaria belleza, obra de los mejores artesanos de la época. En el proyecto de rehabilitación de Casa Burés, se han conservado todos los detalles decorativos catalogados. Manteniendo todas las características arquitectónicas de la época modernista: la luz, el espacio, la habitabilidad, la calidad de los materiales, la búsqueda de nuevas soluciones y el máximo comfort de la época. Piso de obra nueva no aplica el index de referencia."
Dreta de l´Eixample,1.200 €,2 habitaciones,1 Baño,,Superficie 85 m,,Planta número 7,Lavadero ,,,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.4047246","VGPSLon\"":2.1699334",https://www.habitaclia.com/alquiler-piso-de_calidad_de_temporada_de_1_a_11_meses_en_dreta_de_leixample_dreta_de_l_eixample-barcelona-i13074000016288.htm?pag=29&f=&from=list&lo=55," Referencia: I2913-5 ALQUILER DE TEMPORADA ENTRE 32 DÍAS Y 11 MESES. DISPONIBLE A PARTIR DEL 24 de Julio de 2021. Apartamento de 80m2 en alquiler en el barrio del Eixample en Barcelona. Situado cerca de la Sagrada Familia, el apartamento está amueblado y equipado con aire acondicionado, calefacción a gas y conexión internet. Dispone de un amplio salón comedor de 20m2 con televisión, cocina independiente totalmente equipada, cuarto de baño con ducha, dos habitaciones dobles con amplios armarios y una habitación convertida en despacho para dos personas.  El barrio de l’Eixample está ubicado en el centro de Barcelona, es ideal para disfrutar de la ciudad y de su dinamismo. Encontrará monumentos históricos, como la Casa Batlló, y lugares de la vida cotidiana tales como restaurantes, bares de tapas, librerías, areas verdes y jardines. El apartamento está cerca de todo tipo de servicios y en una zona bien comunicada. La estación de metro más cercana es Sagrada Família L2 y L5."
Dreta de l´Eixample,725 €,,1 Baño,,Superficie 48 m,,,,,,,Sin plaza parking,,Sin ascensor,"VGPSLat\"":41.3901927","VGPSLon\"":2.1738325",https://www.habitaclia.com/alquiler-piso-dreta_de_l_eixample-barcelona-i6431003896122.htm?pag=29&f=&from=list&lo=55," Vivienda situada en la Gran via, entre las calles Roger de Lluria y Pau Casals, a 3 minutos de Pg. de gracia y de Rda. Sant pere/ plaza de Urquinaona. Bien comunicado por autobuses líneas: B24, H12, N1, N2, N3, N9 y N11, también comunicado por metro a 5 minutos de la vivienda paradas Pg. De Gracia (L2, L3 y L4) y parada Urquinaona (L1). Cuarto piso en finca sin ascensor de 48m2 útiles distribuidos en 1 dormitorio de 6m2, comedor de 14m2 , cocina y aseo con plato de ducha, exterior."
Dreta de l´Eixample,1.650 €,4 habitaciones,2 Baños,,Superficie 75 m,,Planta número 2,Lavadero ,,,Calefacción ,Sin plaza parking,Sin aire acondicionado,Ascensor ,"VGPSLat\"":41.3933985","VGPSLon\"":2.1863938",https://www.habitaclia.com/alquiler-piso-excelente_de_temporada_de_1_a_11_meses_en_dreta_de_leixample_dreta_de_l_eixample-barcelona-i13074000016301.htm?pag=29&f=&from=list&lo=55," Referencia: T8419-2 ALQUILER DE TEMPORADA ENTRE 32 DÍAS Y 11 MESES. DISPONIBLE A PARTIR DEL 4 de Julio de 2021. Gran apartamento para alquilar por temporadas mensuales junto a Parc de la Ciutadella, en l'Eixample de Barcelona. Totalmente amueblado y decorado, el apartamento tiene cuatro dormitorios, uno doble y tres individuales, con un área de oficinas para estudiar. El apartamento tiene dos baños con ducha, una cocina independiente totalmente equipada, un lavadero, un balcón y una terraza que le permite disfrutar del hermoso clima de la ciudad. El servicio también incluye conexión a Internet y calefacción. Es ideal para una familia o estudiantes compartir. El barrio del Eixample es dinámico y su ubicación permite descubrir la diversidad cultural y arquitectónica de Barcelona. Cerca del edificio se encuentran lugares emblemáticos como el magnífico Parc de la Ciutadella, el Arc de Triomf o el rastro de Els Encants, uno de los mercados más antiguos de Europa y un paraíso para coleccionistas. Al vivir en esta barriada tendrá la facilidad de visitar caminando algunos barrios de Barcelona como es el Gótico, el Born, el Raval y la Barceloneta. L’Eixample ofrece una variedad de restaurantes de calidad, es un placer sentarse en una terraza, ir a bares de tapas y salas de deportes que ofrecen una gran selección de actividades como Pilates o artes marciales, entre otras. Muy bien comunicado en transporte público, la estación de metro más cercana es la línea 1 de la Marina. Desde la ubicación del edificio en la calle Sardenya con Almogavers, podrá visitar las playas de la ciudad andando en bicicleta o a pie. Para más información, no dude en ponerse en contacto con ShBarcelona."
Dreta de l´Eixample,2.250 €,2 habitaciones,2 Baños,,Superficie 110 m,,,Lavadero ,,,Calefacción ,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3896480","VGPSLon\"":2.1659010",https://www.habitaclia.com/alquiler-piso-exquisito_y_exclusivo_en_enrique_granados_dreta_de_l_eixample-barcelona-i8166003781663.htm?pag=29&f=&from=list&lo=55," En la prestigiosa y tranquila calle de Enrique Granados, encontramos esta propiedad, que destaca por su exquisita decoración, combinando la última tecnología, con los elementos originales y propios de una finca clásica, - mosaico hidráulico original restaurado, -con incrustaciones de madera noble-, techos artesonados, pintados y decorados por los mismos artesanos del Teatro del Liceo. La propiedad dispone de 2 dormitorios dobles,- uno de ellos con vestidor en suite ,- y  un baño completo adicional , así como una amplia y totalmente equipada cocina con el pavimiento continuo. El salón comedor, de 45 m² apaisado y en esquina, goza de  3 balcones en xaflán a Enrique Granados. Asimismo, dispone de una preciosa tribuna acristalada, ideal para lectura. Su excelente orientación a Sur , le permite disfrutar de luz directa, durante todo el día. La vivienda, está totalmente aislada térmica y acústicamente. Aire acondicionado por conductos y split en dormitorio principal. Las pinturas originales  y el mobiliario artesano importado de países lejanos, le hace ser una pieza exclusiva. Se alquila por periodos de entre 1 año y 2 años.
Eixample Esquerra. En Enrique Granados , núcleo de restaurants i tiendas de moda."
Dreta de l´Eixample,1.595 €,3 habitaciones,2 Baños,,Superficie 110 m,,Planta número 2,,Trastero ,,Sin calefacción,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.4038634","VGPSLon\"":2.1778167",https://www.habitaclia.com/alquiler-piso-esplendido_de_temporada_de_1_a_11_meses_en_dreta_de_leixample_dreta_de_l_eixample-barcelona-i13074000016294.htm?pag=29&f=&from=list&lo=55," Referencia: T1281-2 ALQUILER DE TEMPORADA ENTRE 32 DÍAS Y 11 MESES. DISPONIBLE A PARTIR DEL 12 de Junio de 2021. Encantador apartamento en alquiler temporal en l’Eixample, zona muy tranquila de Barcelona, a dos pasos del majestuoso templo de la Sagrada Familia. Esta vivienda es amplia y luminosa, está perfectamente decorada. Tiene 3 amplios dormitorios dobles, un gran salón-comedor, amplia cocina independiente completamente equipada, dos baños completos y trastero. Internet incluido en el precio. El piso tiene dos balcones con vistas del barrio, goza de luminosidad y de una perfecta tranquilidad, al abrigo del ruido urbano. El piso está ubicado en la calle Lepant con Valencia, junto a la Plaza de Gaudí. La Sagrada Familia y sus espacios verdes están a unos escasos metros y cerca de está el Recinto Modernista de Sant Pau, declarado Patrimonio Mundial por la Unesco, gracias a su gran belleza y singularidad. Otro lugar a proximidad del edificio es la Antigua Fábrica Damm, este recinto industrial ha sido catalogado como Bien de Interés Documental y en él se celebran actividades culturales y de ocio. L'Eixample ofrece todo lo que se pueda desear, encontrará cines, teatros, agradables terrazas, bares de tapas, supermercados, tiendas, bares y restaurantes, hospitales, bibliotecas, etc. Barcelona es una ciudad agradable para andar a pie o en bicicleta, no obstante, si lo deseais a pocos metros del edificio se encuentra la estación de metro Sagrada Familia L2 - L5 y varias líneas de autobús."
Dreta de l´Eixample,1.300 €,3 habitaciones,2 Baños,,Superficie 100 m,,Planta número 2,Lavadero ,,,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3842274","VGPSLon\"":2.1443892",https://www.habitaclia.com/alquiler-piso-moderno_de_temporada_de_1_a_11_meses_en_dreta_de_leixample_dreta_de_l_eixample-barcelona-i13074000016333.htm?pag=29&f=&from=list&lo=55," Referencia: T225-5 ALQUILER DE TEMPORADA ENTRE 32 DÍAS Y 11 MESES. DISPONIBLE A PARTIR DEL 6 de Julio de 2021. Confortable apartamento de alquiler por temporadas de 1 a 11 meses en el distrito del Eixample en Barcelona. Ideal para compartir y listo para entrar a vivir, la vivienda posee 3 habitaciones dobles, amplio baño, comedor y salón amueblado con dos cómodos sofás. La cocina independiente totalmente equipada con lavavajillas, horno, microondas, cafetera y desayunador. Cuenta con aire acondicionado y calefacción. El Eixample ofrece cultura y ocio, lugar agradable de pasear por sus calles mientras se admiran sus hermosas edificaciones. En este barrio se encuentra la majestuosa Sagrada Familia. A pocos minutos andado del Passeig de Gràcia y sus exclusivas tiendas, el apartamento se encuentra próximo a la Estación de Sants y a los Jardines de Montserrat.  Barrio con todos los servicios y perfectamente comunicado por metro y autobús. La estación de metro proximidad es Entença L5."
Dreta de l´Eixample,850 €,2 habitaciones,1 Baño,,Superficie 66 m,,Planta número 3,,,,Sin calefacción,Sin plaza parking,Sin aire acondicionado,Sin ascensor,"VGPSLat\"":41.3868888","VGPSLon\"":2.1664475",https://www.habitaclia.com/alquiler-piso-tercero_con_2_habitaciones_dreta_de_l_eixample-barcelona-i13074000015483.htm?pag=29&f=&from=list&lo=55," Referencia: 231LEP91NUR22 Piso en alquiler en el Eixample, la dreta de l'Eixample en Barcelona. Es un piso sin amueblar, exterior, de 56m2 habitables, equipado con suelo de parquet, cuenta con un salón comedor luminoso y una cocina americana equipada con horno. microondas, lavadora y cocina de gas. El piso tiene dos habitaciones, una de ellas dobles y otra individual. También encontramos en el piso un baño muy amplio con ducha. Es un tercer piso en finca sin ascensor. El piso se sitúa muy cerca de la plaza Catalunya y la Plaza Universitat, bien comunicado con bus 42,66,L94,L95,N14,N16,N17, metro L1 - Universitat, Renfe y ferrocarriles L6,L7 - Plaza Catalunya. Index Ref. 18,18 €/m Condiciones económicas de alquiler: 2 meses de fianza, honorarios de la agencia (el 10% de un año de alquiler + IVA), pago del mes corriente. Contacte con nosotros para concertar una visita o para realizar una reserva online."
Dreta de l´Eixample,1.050 €,3 habitaciones,1 Baño,,Superficie 114 m,Año construcción 1890,,,,,,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3893500","VGPSLon\"":2.1632300",https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_con_ascensor_y_aire_acondicionado_dreta_de_l_eixample-barcelona-i36516000000073.htm?pag=29&f=&from=list&lo=55," Piso y / o Despacho de 100 m2 en alquiler en una inmejorable zona de Barcelona, carrer Consell de  Cent, muy cerca de la calle Balmes! en pleno Eixample. Consta de Gran Salón de unos 30 m2 aproximadamente con salida a Balcón.  3 habitaciones, 2 de ellas tienen suelo de moqueta y son grandes y la otro tipo despachito o vestidor. Tambien dispone de una despensa  Cocina independiente y 1 Baño.  Es un 1º real de altura en Finca con Ascensor. Es una Finca modernista rehabilitada recientemente. La vivienda dispone de Aire Acondicionado. Se alquila sin muebles. INDEX PREU LLOGUER HABITATGE 13,73 €/ m2 SUPERFICIE UTIL HABITATGE 100 m2."
Dreta de l´Eixample,2.300 €,3 habitaciones,2 Baños,,Superficie 100 m,Año construcción 1900,,,,Terraza 25 m,Calefacción ,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3930000","VGPSLon\"":2.1710700",https://www.habitaclia.com/alquiler-piso-en_en_el_eixample_dreta_dreta_de_l_eixample-barcelona-i4737003794806.htm?pag=26&f=&from=list&lo=55," En el corazón del Eixample nos encontramos con esta bonita propiedad amueblada con mucho gusto cuidando hasta el más mínimo detalle. La vivienda tiene una superficie aproximada de 100m2 y 25m2 de terraza y está situada a dos calles de Paseo de Gracia rodeada de comercios y de restaurantes.  En la zona de día  hallamos  un precioso salón-comedor con acceso a una acogedora terraza y una cocina totalmente equipada. En la zona de noche nos encontramos con tres habitaciones dobles, dos de ellas interiores que comparten baño y otra habitación doble en suite exterior. La vivienda está  totalmente equipada hasta con el menaje de cocina necesario y ropa de cama. Dispone de aire caliente y aire frío por conducto. Disponible ya. "
Dreta de l´Eixample,1.200 €,4 habitaciones,1 Baño,1 Aseo,Superficie 120 m,,Planta número 4,,,Balcón / Terraza 6 m,Sin calefacción,Sin plaza parking,Sin aire acondicionado,Ascensor ,"VGPSLat\"":41.3892236","VGPSLon\"":2.1739840",https://www.habitaclia.com/alquiler-apartamento-piso_centrico_plaza_urquinaona_ronda_sant_pere_22_dreta_de_l_eixample-barcelona-i14834004066953.htm?pag=30&f=&from=list&lo=55," Piso muy céntrico, bien comunicado, todo tipo de servicios y comercios a pocos metros!!! Es una cuarta altura con mucha luz por la tarde, todas las habitaciones y el salón son exteriores. Balcón de 6 metros cuadrados con vistas a Plaza Urquinaona. Estado a reformar."
Dreta de l´Eixample,1.050 €,2 habitaciones,2 Baños,,Superficie 74 m,Año construcción 1900,Planta número 1,,,,Sin calefacción,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3912450","VGPSLon\"":2.1610450",https://www.habitaclia.com/alquiler-piso-en_valencia_rambla_cataluna_dreta_de_l_eixample-barcelona-i23346000000136.htm?pag=30&f=&from=list&lo=55," SE ALQUILA SIN MUEBLES.!!! NO AMUEBLADO .!!  Fantastico piso en alquiler en una zona privilegiada de Barcelona Este piso consta de 2 habitaciones dobles y otra habitacion individual Salon- comedor amplio y con mucha luz natural,  Cocina americana, equipada y amueblada en buen estado El piso dispone de un balcon exterior Dos baños completos en perfecto estado  Si quiere ver la propiedad contacta con nosotros.

El inmueble cuenta con las siguientes calidades: aire acondicionado, ascensor, balcón, baño privado, buen estado, cocina americana, cocina amueblada, cocina equipada"
Dreta de l´Eixample,1.195 €,2 habitaciones,1 Baño,,Superficie 55 m,,,,,,,,Aire acondicionado ,,"VGPSLat\"":41.3986300","VGPSLon\"":2.1659000",https://www.habitaclia.com/alquiler-piso-moderno_y_acogedor_de_2_habitaciones_dobles_en_eixample_dreta_de_l_eixample-barcelona-i27758000000480.htm?pag=30&f=&from=list&lo=55," Apartamento de alquiler temporal (32 días a 11 meses) Disponible a partir del 21 de agosto de 2021. Ubicado en uno de los barrios más céntricos y tranquilos de Barcelona encontramos a este moderno apartamento en alquiler. El piso se encuentra totalmente equipado y amueblado con mucho gusto. La zona de día consta de un acogedor salón comedor acompañados de un balcón con vista exterior; la cocina abierta está totalmente equipada con todos los utensilios para el día a día.  La zona de noche consta dos habitaciones dobles, ambas con armario y comparten un baño completo con ducha.  El piso cuenta con aire acondicionado y wifi incluido en el precio del alquiler. La ubicación es excelente, en la intersección de la calle Girona y Avenida Diagonal. Rodeado de todo tipo de comercios, bares, restaurantes y a solo pasos de la estación de metro Verdaguer."
Dreta de l´Eixample,1.900 €,2 habitaciones,2 Baños,,Superficie 110 m,Año construcción 1930,,Lavadero ,,Terraza 30 m,Calefacción ,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3920000","VGPSLon\"":2.1757300",https://www.habitaclia.com/alquiler-piso-atico_amueblado_en_con_terraza_en_el_born_dreta_de_l_eixample-barcelona-i4737003794931.htm?pag=30&f=&from=list&lo=55," En una de las zonas más emblemáticas de la ciudad Condal, el Born, nos encontramos con un precioso ático rehabilitado, muy luminoso, de aproximadamente unos 100m² y 30m² de terraza privada en  la planta superior. Ubicado muy cerca del Paseo San Juan y a un paso de uno de los parques más grandes de la ciudad ,el parque de la Ciudadela.  La zona de día consta de un salón-comedor  con una cocina  semi abierta equipada con todos los electrodomèsticos e incluso el menaje. Por otro lado, en la zona de noche, nos encontramos con una habitación exterior en suite con vestidor y baño y otra habitación doble con un baño completo. La vivienda dispone de aire acondicionado, calefacción e internet. Posee muy buena ubicación con el transporte público tanto metro como autobús. Disponibilidad inmediata."
