barrio,precio,hab,baño,aseo,superficie,fecha_constr,planta,lavadero,trastero,terraza,calefaccion,parking,acc,ascensor,lat,lon,url,text
Dreta de l´Eixample,230.000 €,,1 Baño,,Superficie 40 m,Año construcción 2007,Planta número 4,,Trastero ,,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3902815","VGPSLon\"":2.1689802",https://www.habitaclia.com/comprar-apartamento-tutelado_gran_via_de_les_corts_catalanes_615_dreta_de_l_eixample-barcelona-i3651003891567.htm?pag=22&f=&from=list&lo=55," En el centro de Barcelona, junto al paseo de Gracia, apartamento en edificio con servicios para personas mayores independientes, Libertad, seguridad y bienestar. La alternativa a la residencia. Vivir en casa con todos los servicios y sin ninguna preocupación, ni domestica ni de salud ni de ninguna otra índole. Servicios completos 24 horas al día, 365 días al año. El precio incluye todos los servicios del inmueble (Vigilancia, enfermeria, restaurante, salas de juegos, salón de televisión, biiblioteca, gimnasio, capilla, etc.) Llámenos sin compromiso. se lo enseñaremos y descubrirá una forma europea de vivir sin depender de nadie y con todo resuelto."
Dreta de l´Eixample,318.000 €,2 habitaciones,1 Baño,,Superficie 69 m,Año construcción 1970,Planta número 2,,Trastero ,,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3972523","VGPSLon\"":2.1743230",https://www.habitaclia.com/comprar-piso-dreta_de_l_eixample-barcelona-i35932000000016.htm?pag=26&f=&from=list&lo=55," Piso en venta de 69m2 con 2 habitaciones, terraza y trastero en la Dreta Eixample, Barcelona    Inmueble de 69m2 construidos, 2º de altura en una finca con ascensor. Exterior con orientación norte.  Disponemos de Tor Virtual del inmueble.    La vivienda se encuentra distribuida en 1 salón comedor con salida a balcón, cocina abierta equipada, 2 habitaciones (1 de tamaño doble con salida a terraza y 1 de tamaño individual) y 1 baño.    Equipada con suelo de parquet, calefacción, aire acondicionado, armarios empotrados, puertas de madera, iluminación por ojos de buey, puertas de madera y carpinteria de aluminio.    La vivienda dispone de 1 trastero y se entrega sin muebles.    En cuanto a su ubicación, se encuentra situada en Carrer de Roger de Flor, Dreta de l'Eixample, Barcelona; junto a Passeig de Sant Joan, l'Avinguda Diagonal y Plaça de Tetuàn.    Bien conectada con transporte público mediante Metro L2 parada Tetuàn, Metro L4 parada Girona y diversidad de opciones de Bus TMB.    Costes de ITP, notaría y registro no incluidos en el precio de venta. Para más información puede consultar la página web /es/tributs/itpajd/    Gestión inmobiliaria incluida en el precio de venta. Aicat Contacte para más información.  Piso en venta de 69m2 con 2 habitaciones, terraza y trastero en la Dreta Eixample, Barcelona"
Dreta de l´Eixample,1.050.000 €,3 habitaciones,3 Baños,,Superficie 144 m,,,,,,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3955000","VGPSLon\"":2.1711560",https://www.habitaclia.com/comprar-apartamento-piso_de_144m2_en_venta_en_eixample_derecho_dreta_de_l_eixample-barcelona-i4975004012250.htm?pag=27&f=&from=list&lo=55," Consell de Cent 403 es una promoción de obra nueva con una excelente ubicación en el Eixample Derecho de Barcelona, una zona muy demandada y céntrica de la ciudad. Pone a su disposición una amplia oferta de servicios, una conexión rápida y sencilla con el resto de la ciudad y un sinfín de actividades de ocio para disfrute de sus residentes.  La promoción se ubica en una finca regia típica de la zona del Eixample que está rehabilitada, pero conserva elementos originales de época como la fachada o la balaustrada de las zonas comunes.  Este piso se encuentra en la segunda planta, segunda puerta y cuenta con una distribución muy funcional. Según entramos, se dispone un recibidor que se encarga de delimitar la zona de día, a mano izquierda, y la zona de noche, a mano derecha.  La zona de día se compone de una estancia diáfana que alberga el salón-comedor y la cocina abierta. Unos grandes ventanales permiten la entrada de mucha luz natural a toda la estancia.  La zona de noche consta de dos dormitorios dobles, un baño que da servicio a ambos, un aseo de cortesía y un lavadero o sala de plancha. Al final del pasillo, se dispone el dormitorio principal con su baño privado, vestidor y salida a una luminosa galería interior.  La vivienda se presenta renovada, aunque se han mantenido detalles de época como los techos con vigas de madera vista, las puertas de paso lacadas en blanco o los porticones. Los elementos renovados presentan excelentes calidades, materiales de gran calidad e instalaciones nuevas para mayor comodidad de sus nuevos propietarios. Entre ellos, podemos destacar los suelos de madera de parqué en espiga en las estancias principales y los suelos porcelánicos en baños y cocina; calefacción por radiadores; sistema de aire acondicionado por conductos; y luces LED, entre otras características.  Los baños incluyen sanitarios y grifería de las mejores marcas y la cocina viene totalmente equipada con electrodomésticos de gama alta.  Póngase en contacto para obtener más información sobre este piso en la promoción de obra nueva Consell de Cent.

Ascensor, Luz natural, Parqué, Aire acondicionado, Alarma, Balcón, Calefacción, Cerca del transporte público, Obra nueva, Renovado"
Dreta de l´Eixample,685.750 €,3 habitaciones,2 Baños,,Superficie 121 m,,,,,,Calefacción ,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3949230","VGPSLon\"":2.1578790",https://www.habitaclia.com/comprar-piso-precio_negociable_rambla_catalunya_127_dreta_de_l_eixample-barcelona-i6345003824881.htm?pag=27&f=&from=list&lo=55," Vivienda con patio a la venta en la primera planta de un edificio residencial situado en el Distrito del Eixample, en Barcelona. Piso distribuido en un salón-comedor con la cocina integrada y amueblada, separada del salón mediante un paño, 3 dormitorios y 2 baños, uno de ellos en suite en el dormitorio principal. Cuenta, además, con una galería y un patio accesibles desde el salón y otro patio accesible desde uno de los dormitorios. La finca se sitúa muy cerca de la Av. Diagonal y del Passeig de Gracia, unas de las vías más importantes de la población. Cerca de: centros educativos, comercios y supermercados, paradas de autobús y metro, etc. Si necesitas más información, contacta con nosotros. Precio negociable"
Dreta de l´Eixample,459.000 €,2 habitaciones,2 Baños,,Superficie 93 m,Año construcción 1900,,Lavadero ,,,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3981302","VGPSLon\"":2.1693743",https://www.habitaclia.com/comprar-atico-fabuloso_piso_en_eixample_dret_calle_bailen_124_dreta_de_l_eixample-barcelona-i17991004116084.htm?pag=22&f=&from=list&lo=55," Este piso  se encuentra en una fantástica ubicación, junto Diagonal, Paseo de San Joan, y calle Valencia, en el Eixample Dret. Es un ático lleno de luminosidad, recién reformado con buen gusto, y con todo tipo de detalles tiene dos habitaciones dobles, una de ellas suite,  en cada rincón de este piso encuentras prácticos armarios empotrados  ,  un amplio salón comedor,  una cocina reformada con  sus electrodomésticos integrados, tiene anexo a lavadero, dos cuartos de baño con ducha , radiadores toalleros. Los suelos son de parque. Radiadores en todas sus estancias. Fabuloso piso, no dudes  en contactar con nosotros para visitarlo!"
Dreta de l´Eixample,261.600 €,,1 Baño,,Superficie 63 m,Año construcción 1900,Planta número 1,,,,Calefacción ,Sin plaza parking,Sin aire acondicionado,Ascensor ,"VGPSLat\"":41.3930955","VGPSLon\"":2.1675488",https://www.habitaclia.com/comprar-piso-dreta_de_l_eixample-barcelona-i586004081422.htm?pag=27&f=&from=list&lo=55," C/ Bruc, Local en Barcelona de 63 m2 aprox. Distribuidos en 1 habitación doble, 1 baños completo, amplio salón comedor con salida a balcón, cocina americana, suelo de parquet, carpintería de madera y cerramientos de aluminio. zona céntrica bien comunicada. C / Bruc, Local in Barcelona of 63 m2 approx. Distributed in 1 double bedrooms, 1 complete bathrooms, large living room with access to a balcony, American kitchen, parquet flooring, wood carpentry and aluminum frames. central area well connected."
Dreta de l´Eixample,950.000 €,3 habitaciones,4 Baños,,Superficie 218 m,,,,,,Calefacción ,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3898996","VGPSLon\"":2.1717832",https://www.habitaclia.com/comprar-piso-espectacular_duplex_en_el_eixample_dret_dispone_de_3_suites_ac_dreta_de_l_eixample-barcelona-i5903001748173.htm?pag=27&f=&from=list&lo=55," Espectacular dúplex de diseño en la Dreta de lEixample, en Calle Casp y  tiene una superficie de 218m². En la planta baja encontramos un amplio salón comedor. Cocina totalmente equipada abierta al salón.  Una habitación en suite, con baño incorporado. Aseo de cortesía. En planta superior encontramos 2 habitaciones en suite, con baños incorporados. La propiedad se presenta con acabados de alta gama. Dispone de aire acondicionado y calefacción por conductos. Persianas automáticas."
Dreta de l´Eixample,965.000 €,3 habitaciones,2 Baños,,Superficie 168 m,Año construcción 1940,Planta número 1,,,Terraza 50 m,Calefacción ,Plaza parking ,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3989600","VGPSLon\"":2.1683400",https://www.habitaclia.com/comprar-piso-con_estilo_y_terraza_en_avda_diagonal_dreta_de_l_eixample-barcelona-i24188000000521.htm?pag=27&f=&from=list&lo=55," Bienvenido a un piso que no te dejará indiferente, que combina lo moderno con lo clásico, y que mantiene el espíritu de la construcción original conservando techos altos, con puertas y radiadores rehabilitados.  Situado en la Avda. Diagonal (entre Bailen y Pº Sant Joan) este principal te sorprende nada más entrar en el recibidor.  Entrando a la derecha encontramos un dormitorio doble con baño,  y un original vestidor. Disfruta del sol y la luz en la tribuna del amplio salón-comedor de 32 m2.  Ventanales i porticones restaurados.   A la izquierda entrando se encuentra: Cocina completa  Dormitorio individual  Baño completo  Gran dormitorio con vestidor  Amplia y acogedora sala de estar-biblioteca de 22 m2. con salida a terraza de casi 50 m2. donde disfrutar en silencio de espacio al aire libre.  Lavadero i trastero. Plaza de aparcamiento en finca colindante."
Dreta de l´Eixample,1.125.000 €,3 habitaciones,3 Baños,,Superficie 160 m,,,,,,,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3935000","VGPSLon\"":2.1668700",https://www.habitaclia.com/comprar-piso-de_lujo_en_venta_en_eixample_dret_dreta_de_l_eixample-barcelona-i5352001946512.htm?pag=27&f=&from=list&lo=55," Disponemos de  esta maravillosa vivienda totalmente reformada y equipada. Actualemnete alquilada. Situada en una finca Regia rehabilitada, en una tercera planta , la vivienda esta distribuida en amplio salón comedor con salida a una fabulosa galería cubierta típica de las viviendas de el Eixample. Dispone de cocina independiente equipada, tres amplios dormitorios dobles, dos de los cuales son tipo suite con dressing, los baños son completos con plato de ducha, dos de las habitaciones son totalmente exteriores con acceso a pequeño balón. El tercer dormitorio da a un bonito patio interior.El apartamento está equipado con Aire acondicionado, calefacción e insonorización en todas las salas, Wi-Fi Localizado en el centro de Barcelona, junto al Paseo de Gracia, dispone de todo tipo de servicios, espacios de ocio, comercio, locales de restauración de todo tipo, y muy buena comunicación mediante transporte público. La vivienda dispone de Licencia turística, actualmente en explotación. para mas información no dude en contactar con nuestro equipo comercial."
Dreta de l´Eixample,450.000 €,3 habitaciones,1 Baño,,Superficie 83 m,,Planta número 3,Lavadero ,,Balcón / Terraza 1 m,Sin calefacción,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3919800","VGPSLon\"":2.1444900",https://www.habitaclia.com/comprar-piso-venta_eixample_450000_euros_dreta_de_l_eixample-barcelona-i10718003863866.htm?pag=27&f=&from=list&lo=55," Piso luminoso junto a Francesc Macia Ubicado en la calle Josep Tarradelles, y tocando a Francesc Macia, uno de los barrios más codiciados de la ciudad, por su proximidad al centro de Barcelona, a Paseo de Gracia y al Turo Park. Con la Avenida Diagonal al doblar la esquina.  Un gran piso con muchas posibilidades en una finca que se ha renovado completamente."
Dreta de l´Eixample,300.000 €,,1 Baño,,Superficie 40 m,Año construcción 2007,Planta número 5,,Trastero ,Balcón / Terraza 6 m,Calefacción ,Plaza parking ,Aire acondicionado ,,"VGPSLat\"":41.3919793","VGPSLon\"":2.1668608",https://www.habitaclia.com/comprar-apartamento-tutelado_dreta_de_l_eixample-barcelona-i3651003991304.htm?pag=27&f=&from=list&lo=55," Edificio Las Arcadias. Servicios 24 horas al día 365 días al año. La alternativa a la residencia. Como en un hotel pero en su casa. Servicios de: Vigilancia, enfermería, restaurante al estricto precio de coste, mantenimiento, reparaciones, limpieza, lavandería, etc. Amplios espacios comunes: Salones: (estar, biblioteca, juegos, TV, reuniones, bar) Comedor general y comedor privado, enfermería, gimnasio, capilla, terraza etc. La propiedad incluye la copropiedad de todos estos espacios así como el mobiliario, decoración e instalaciones e incluso el ajuar. Tenemos otros apartamentos en venta y alquiler. Pregúntenos."
Dreta de l´Eixample,695.000 €,2 habitaciones,2 Baños,,Superficie 91 m,Año construcción 1910,,Lavadero ,,,Calefacción ,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3973000","VGPSLon\"":2.1659600",https://www.habitaclia.com/comprar-piso-en_venta_en_eixample_dret_dreta_de_l_eixample-barcelona-i5352001946510.htm?pag=27&f=&from=list&lo=55," En el quadrat D'or de Barcelona, magnifica vivienda con una terraza de mas de 90 metros. Localizado en la planta principal de una Finca Regia, la vivienda esta reformada y totalmente amueblada, dispone de dos habitaciones, una de las cuales es tipo suite, dos baños completos y una amplio vestidor, con posibilidad de convertirse en una tercera habitación. En la zona de día de la vivienda, se haya un luminoso salón comedor, con cocina integrada, y un agradable y luminoso espacio donde encontramos una zona de estudio o despacho. Desde el salón comedor accedemos a una espectacular terraza en forma de L, de 90 metros cuadrados, con tarima de madera una amplia zona tipo chill out, y espacio para poder realizar comidas y cenas con familia y amigos en el centro de la ciudad, un autentico oasis para relajarse. La vivienda está a la venta, aunque actualmnete se encuentra alquilada. Si desea disponer de información detallada al respecto, no dude en contactar con nosotros. Localizada en el Quadrat d' or de la ciudad, Junto al Paseo de Gracia y la Avenida Diagonal, dispone de todo tipo de servicios y comercios, además,ás de zonas de ocio y muy buena comunicación mediante transporte público."
Dreta de l´Eixample,1.080.000 €,3 habitaciones,3 Baños,,Superficie 144 m,,,,,,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3955000","VGPSLon\"":2.1711560",https://www.habitaclia.com/comprar-apartamento-piso_de_144m2_en_venta_en_eixample_derecho_dreta_de_l_eixample-barcelona-i4975004012248.htm?pag=27&f=&from=list&lo=55," Consell de Cent 403 es una promoción de obra nueva con una excelente ubicación en el Eixample Derecho de Barcelona, una zona muy demandada y céntrica de la ciudad. Pone a su disposición una amplia oferta de servicios, una conexión rápida y sencilla con el resto de la ciudad y un sinfín de actividades de ocio para disfrute de sus residentes.  La promoción se ubica en una finca regia típica de la zona del Eixample que está rehabilitada, pero conserva elementos originales de época como la fachada o la balaustrada de las zonas comunes.  Este piso se encuentra en la segunda planta, primera puerta y cuenta con una distribución muy funcional. Según entramos, se dispone un recibidor que se encarga de delimitar la zona de día, a mano derecha, y la zona de noche, a mano izquierda.  La zona de día se compone de una estancia diáfana que alberga el salón-comedor y la cocina abierta. Unos grandes ventanales permiten la entrada de mucha luz natural a toda la estancia.  La zona de noche consta de un dormitorio doble, un dormitorio individual, un baño que da servicio a ambos, un aseo de cortesía y un lavadero o sala de plancha. Al final del pasillo, se dispone el dormitorio principal con su baño privado, vestidor y salida a una luminosa galería interior.  La vivienda se presenta renovada, aunque se han mantenido detalles de época como los techos con vigas de madera vista, las puertas de paso lacadas en blanco o los porticones. Los elementos renovados presentan excelentes calidades, materiales de gran calidad e instalaciones nuevas para mayor comodidad de sus nuevos propietarios. Entre ellos, podemos destacar los suelos de madera de parqué en espiga en las estancias principales y los suelos porcelánicos en baños y cocina; calefacción por radiadores; sistema de aire acondicionado por conductos; y luces LED, entre otras características.  Los baños incluyen sanitarios y grifería de las mejores marcas y la cocina viene totalmente equipada con electrodomésticos de gama alta.  Póngase en contacto para obtener más información sobre este piso en la promoción de obra nueva Consell de Cent.

Ascensor, Luz natural, Parqué, Aire acondicionado, Alarma, Balcón, Calefacción, Cerca del transporte público, Obra nueva, Renovado"
Dreta de l´Eixample,890.000 €,4 habitaciones,1 Baño,,Superficie 175 m,,,,,,Calefacción ,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3890903","VGPSLon\"":2.1750179",https://www.habitaclia.com/comprar-piso-gran_en_venta_muy_luminoso_en_finca_modernista_en_la_dreta_dreta_de_l_eixample-barcelona-i5903001748076.htm?pag=27&f=&from=list&lo=55," Gran piso en venta muy luminoso en una preciosa finca modernista, donde encontramos este magnífico piso de 175 m2 y actualmente cuatro habitaciones. En el piso se pueden recuperar el techo original que llega a unos 3,5 metros de altura y posiblemente otros elementos originales como suelos hidráulicos.Al entrar nos encontramos en un generoso recibidor que marca claramente la distribución funcional de la vivienda con las zonas de día y de noche bien separadas. A mano izquierda del recibidor tenemos la zona de día con una amplia cocina con acceso a una galería donde se encuentra la zona de aguas. Justo enfrente tenemos una habitación individual. A continuación, pasamos al comedor que con sus tres ventanales enormes y balcones que dan a la calle goza de luz natural durante todo el día.A mano derecha del recibidor pasamos a la zona de noche con tres habitaciones dobles. En esta zona tenemos un amplio baño que fácilmente se puede convertir en dos baños completos. Los dos dormitorios que dan al patio de manzana tienen cada uno su propia galería.Se trata de un piso con un potencial inigualable de transformarse en una vivienda de lujo en pleno centro de la ciudad, una vivienda que ofrece espacios grandes y luminosos, una ubicación muy céntrica y a la vez tranquila y la posibilidad de recuperar elementos como techos muy altos.Debido a su ubicación, cerca de Plaza Catalunya, Palau de la Música y Plaza Urquinaona y al lado de Paseo Sant Joan, está rodeada de todo tipo de comercios y transporte público."
Dreta de l´Eixample,492.000 €,3 habitaciones,2 Baños,,Superficie 115 m,Año construcción 1980,Planta número 5,Lavadero ,,Balcón / Terraza 5 m,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3967420","VGPSLon\"":2.1769256",https://www.habitaclia.com/comprar-piso-gran_exterior_y_luminoso_dreta_de_l_eixample-barcelona-i4129003807166.htm?pag=27&f=&from=list&lo=55," Vivienda completamente nueva a estrenar en el barrio de la eixample-Sagrada Familia , la vivienda tiene una superficie de 115m2 en finca con servicio de ascensor , dispone de un amplio salon-comedor de 20m2 exterior y luminoso por su orientacion con salida a balcon , la vivienda tiene  3 habitaciones (1 en suitte doble , otra de 14m2 y una individual de 5m2, dispone de una amplia cocina reformada de 12m2 con salida a galeria , la vivienda dispone tambien de dos baños completos con plato de ducha nuevos a estrenar , muy buenos acabados como parque , carpinteria de aluminio , calefaccion , la vivienda esta muy bien ubicada cerca de la zona de ocio de la sagrada familia , cerca de transportes publicos , colegios y mercados."
Dreta de l´Eixample,1.530.000 €,3 habitaciones,3 Baños,1 Aseo,Superficie 199 m,Año construcción 1900,Planta número 3,Lavadero ,,,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3909523","VGPSLon\"":2.1738957",https://www.habitaclia.com/comprar-piso-de_lujo_espectacular_y_reformado_dreta_de_l_eixample-barcelona-i4840004115997.htm?pag=27&f=&from=list&lo=55," Esta vivienda fue reformada hace 4 años con los mejores acabados y la incorporación de la domótica, convirtiéndola en un piso inteligente. Se encuentra en un edificio soberbio con una entrada preciosa, a tan solo una calles de Plaza Cataluña y el Paseo de Gracia, lo que permite disfrutar de la proximidad a los mejores centros comerciales y boutiques de la ciudad, oficinas e instituciones importantes y todo tipo de servicios. Se trata de un apartamento enorme de casi 200 m2 y muy tranquilo, ya que da al patio de manzana interior con orentación este. El salón-comedor es muy amplio y luminoso y tiene acceso a una fantástica galería, orientada hacia el patio interior. en la que tomarte un paréntesis y relajarte. La ccoina es abierta y está equipada con electrodomésticos. La zona de noche está formada por 3 habitaciones en suite con su respectivo cuarto de baño y un aseo de cortesía. La suite principal también tiene una galería orientada hacia el patio interior de manzana y vestidor. Las otras dos habitaciones son interiores pero dan a patios de luces amplios y con mucha luz. La reforma ha mantenido el encanto de la volta catalana con vigas de madera en los techos de todo el piso y ha incorporado la domótica. El piso se vende con muebles de alta calidad y está equipado con parquet de madera natural, aire acondicionado por conductos y calefacción a gas natural. ________ EN Stunning refurbished luxury apartment very close to the centre of Barcelona This property was refurbished 4 years ago with the best finishes and the incorporation of home automation, making it a smart flat. It´s located in a superb building with a beautiful entrance, just a few streets away from Plaza Cataluña and Paseo de Gracia, which allows you to enjoy the proximity to the best shopping centres and boutiques of the city, offices and important institutions and all kinds of services. It´s a large flat with almost 200 sqm and it´s very quiet, as it overlooks the inner courtyard of the block, with east orientation. The living-dining room is very spacious and bright and has access to a fantastic gallery, facing the inner courtyard, where you can take a break and relax. The kitchen is open-plan and is equipped with home appliances. The night area consists of 3 en-suite bedrooms with their respective bathrooms and a guest toilet. The master suite also has a gallery facing the inner courtyard and a dressing room. The other two bedrooms are interior but open onto large and bright lightwell. The refurbishment has maintained the charm of the Catalan vault with wooden beams in the ceilings throughout the flat and has incorporated domotics. The flat is sold with high quality furniture and is equipped with natural wood parquet flooring, ducted air conditioning and natural gas heating. ____________ FR Spectaculaire appartement de luxe rénové très proche du centre de Barcelone Cette propriété a été rénovée il y a 4 ans avec les meilleures finitions et l´incorporation de la domotique, ce qui en fait un appartement intelligent. Il est situé dans un superbe immeuble avec une belle entrée, à quelques rues de la Plaza Catalunya et du Paseo de Gracia, ce qui vous permet de profiter de la proximité des meilleurs centres commerciaux et boutiques de la ville, des bureaux et des institutions importantes et de toutes sortes de services. Il s´agit d´un immense appartement de près de 200 m2 et très calme, car il donne sur la cour intérieure avec une orientation est. Le salon-salle à manger est très spacieux et lumineux et a accès à une fantastique galerie, donnant sur la cour intérieure du bloc, où vous pouvez faire une pause et vous détendre. La cuisine est ouverte et est équipée d´appareils électroménagers. La partie nuit se compose de 3 chambres en suite avec leur salle de bain respective et d´un toilette. La suite principale dispose également d´une galerie donnant sur la cour intérieure du bloc et d´un dressing. Les deux autres chambres sont intérieures mais s´ouvrent sur de grandes et lumineuses cours. La rénovation a conservé le charme de la volta catalane avec des poutres en bois aux plafonds de tout l´étage et a incorporé la domotique. L´appartement est vendu avec des meubles de haute qualité et est équipé de parquet en bois naturel, de gaines de climatisation et d´un chauffage au gaz naturel."
Dreta de l´Eixample,685.750 €,3 habitaciones,2 Baños,,Superficie 105 m,Año construcción 1930,Planta número 1,,,Terraza 13 m,Calefacción ,Sin plaza parking,Sin aire acondicionado,Sin ascensor,"VGPSLat\"":41.3963603","VGPSLon\"":2.1596512",https://www.habitaclia.com/comprar-piso-dreta_de_l_eixample-barcelona-i586003723796.htm?pag=27&f=&from=list&lo=55," Rambla Cataluña, excelente ubicación en Barcelona Ciudad.  Piso de 105 m2 aprox, con balcón,  3 dormitorios, 2  baño con ducha, cocina americana y amplio salón. Piso en muy buen estado. Suelo de parquet, carpinteria de madera y cerramientos de aluminio, muy céntrico.   Índex  11.98 €/m² Rambla Cataluña, excellent location in Barcelona City. Apartment of 105 m2 approx, with balcony, 3 bedrooms, 2 bathrooms with shower, kitchenette and large living room. Floor in very good condition. Parquet floor, woodwork and aluminum enclosures, very central. Index 11.98 € / m²"
Dreta de l´Eixample,295.000 €,2 habitaciones,1 Baño,,Superficie 52 m,,Planta número 2,,,,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.4059672","VGPSLon\"":2.1855351",https://www.habitaclia.com/comprar-piso-en_parque_las_glorias_dreta_de_l_eixample-barcelona-i2226003736952.htm?pag=28&f=&from=list&lo=55," Piso en venta de 63m2 construidos, consta de dos habitaciones dobles, baño completo y comedor con cocina abierta, totalmente reformado, amueblado, muy luminoso y con estupendas vistas, fibra óptica, TV, placas solare, A/A por conducto. Muy bien ubicado, centro comercial, zonas de paseo y todos los servicios cerca."
Dreta de l´Eixample,1.130.000 €,5 habitaciones,2 Baños,,Superficie 233 m,Año construcción 1920,,,,Terraza 70 m,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3934770","VGPSLon\"":2.1673470",https://www.habitaclia.com/comprar-piso-arago_passeig_sant_joan_dreta_de_l_eixample-barcelona-i26669000000027.htm?pag=28&f=&from=list&lo=55," Espectacular y exquisito principal con terraza de 70 m2 en una finca regia de 1920 con ascensor junto al Passeig de Sant Joan, que mantiene la arquitectura original en los altos techos artesonados y elementos de carpintería. Es una vivienda exterior a calle y a patio de manzana, adonde da la terraza, dispone de sol y luminosidad durante todo el día.  Amplios espacios en el salón exterior a galería, los cinco dormitorios, el despacho, la cocina y los dos baños. Una pieza irrepetible en el Eixample, a unos minutos andando de la Sagrada Familia y del Passeig de Gracia. Cóntactenos y concertamos visita.  #ref:1957"
Dreta de l´Eixample,920.000 €,3 habitaciones,2 Baños,,Superficie 180 m,Año construcción 1965,,,,Terraza 9 m,Calefacción ,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3971000","VGPSLon\"":2.1677200",https://www.habitaclia.com/comprar-piso-con_terraza_en_finca_regia_de_la_calle_girona_dreta_de_l_eixample-barcelona-i4737003791439.htm?pag=28&f=&from=list&lo=55," En una bonita finca regia del año 1965 en buen estado de conservación y con una ubicación privilegiada en plena calle Girona, entre Paseo de Gracia y Paseo San Juan, muy cerca también de la prestigiosa avenida Diagonal, rodeado de todos los servicios y los más prestigiosos restaurantes y comercios de la ciudad, encontramos esta preciosa vivienda de unos 175m2 construidos ubicada en una segunda planta, con ascensor. La vivienda consta de un gran salón comedor con dos ventanales y acceso directo a la agradable terraza de unos 9m2 con bonitas vistas al tranquilísimo jardín del patio de manzana. A continuación, encontramos la biblioteca-despacho. Completan la zona de día una amplia cocina independiente con despensa así como un gran vestíbulo. La zona de noche consiste en 2 dormitorios dobles con balcón a la calle Girona y uno individual a patio de luces.  Dos baños completos uno con bañera y otro con ducha. Calefacción de gas natural, aire acondicionado por conductos frío-calor en cada estancia, suelos de parquet de roble y conserva elementos originales como altas ventanas con contraventanas y porticones y una altura de techos de 3,60m, artesonado con hermosos rosetones."
Dreta de l´Eixample,267.500 €,2 habitaciones,1 Baño,,Superficie 69 m,Año construcción 1900,,,,Terraza 20 m,Sin calefacción,Sin plaza parking,Sin aire acondicionado,Ascensor ,"VGPSLat\"":41.3932584","VGPSLon\"":2.1755050",https://www.habitaclia.com/comprar-apartamento-dreta_de_l_eixample-barcelona-i586003997247.htm?pag=22&f=&from=list&lo=55," C/ Bailen, Piso en Barcelona de 69 m2 aprox. Distribuidos en 2 habitaciones, 1 baños completo, amplio salón comedor con salida a terraza, cocina independiente, suelo de gres, carpintería de madera y cerramientos de aluminio. zona céntrica bien comunicada. C / Bailen, Apartment in Barcelona of 69 m2 approx. Distributed in 2 bedrooms, 1 full bathrooms, large living room with access to the terrace, separate kitchen, stoneware floor, wood carpentry and aluminum frames. central area well connected."
Dreta de l´Eixample,485.000 €,4 habitaciones,2 Baños,,Superficie 115 m,,Planta número 4,,,,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3908100","VGPSLon\"":2.1625900",https://www.habitaclia.com/comprar-piso-en_venta_en_c_arago_con_rambla_cataluna_dreta_de_l_eixample-barcelona-i4455003749127.htm?pag=28&f=&from=list&lo=55," Magnífico piso situado a Aragón con Rambla Cataluña de 115 m². En pleno centro del Eixample. Piso alto 5.º real con magnifica orientación sur. Finca señorial con ascensor rehabilitada. El piso se distribuye en salón-comedor de 26 m² exterior, cocina, 4 dormitorios (1 suitte, 2 dobles y una individual), 2 baños en total. El inmueble se encuentra reformado de hace muy poco tiempo. Cocina a gas natural pero con instalación por vitrocerámica si se prefiere. Lavaplatos integradt El piso se puede librar con todos los electrodomésticos. Dispone de parqué, aire acondicionado, cierres de aluminio, altillo, etc. Alto y luminoso. Espectacular zona. Todos los servicios a su alcance: metros, autobús, tren, etc."
